Date,MTUM,QUAL,SIZE,USMV,VLUE
2019-06-11,111.318,84.743,83.623,56.972,70.118
2019-06-12,111.63,84.603,83.464,57.213,69.674
2019-06-13,111.82,84.95,83.96,57.26,70.278
2019-06-14,111.602,84.669,83.698,57.445,69.896
2019-06-17,111.52,84.654,83.655,57.329,69.79
2019-06-18,112.364,85.502,84.539,57.524,70.801
2019-06-19,113.171,85.813,84.906,57.851,70.926
2019-06-20,114.329,86.839,85.696,58.271,71.337
2019-06-21,113.665,86.594,85.404,58.075,71.221
2019-06-24,113.636,86.331,84.925,58.131,70.926
2019-06-25,112.326,85.596,84.295,57.786,70.756
2019-06-26,111.719,85.417,84.201,57.142,71.23
2019-06-27,112.099,85.7,84.812,57.357,71.802
2019-06-28,112.573,86.133,85.573,57.58,72.589
2019-07-01,113.75,86.848,86.109,57.823,73.018
2019-07-02,114.519,87.065,86.053,58.252,72.857
2019-07-03,115.686,87.903,86.871,58.877,73.286
2019-07-05,115.259,87.715,86.758,58.756,73.322
2019-07-08,114.69,87.197,86.241,58.644,72.947
2019-07-09,115.05,87.338,86.382,58.746,72.875
2019-07-10,115.648,87.705,86.439,59.017,73.099
2019-07-11,115.867,87.903,86.542,59.026,73.349
2019-07-12,116.256,88.214,87.228,59.157,74.136
2019-07-15,116.503,88.308,87.106,59.259,74.118
2019-07-16,115.99,88.016,86.965,59.101,73.939
2019-07-17,115.516,87.413,86.354,58.933,73.277
2019-07-18,116.227,87.781,86.636,59.203,73.706
2019-07-19,115.278,87.131,86.288,58.662,73.644
2019-07-22,115.829,87.404,86.288,58.672,73.662
2019-07-23,116.076,88.016,87.022,58.858,74.368
2019-07-24,116.427,88.468,87.67,58.84,75.271
2019-07-25,116.009,88.054,87.069,58.868,74.761
2019-07-26,116.787,88.609,87.595,59.306,74.976
2019-07-29,116.607,88.581,87.294,59.39,74.905
2019-07-30,116.37,88.233,87.266,59.119,74.681
2019-07-31,114.595,87.319,86.608,58.541,73.751
2019-08-01,114.424,86.519,85.461,58.457,72.741
2019-08-02,113.238,85.718,84.642,58.383,72.035
2019-08-05,109.754,82.997,82.16,57.011,70.005
2019-08-06,111.738,84.231,83.166,57.907,70.676
2019-08-07,112.07,84.297,83.335,58.177,70.586
2019-08-08,114.405,86.095,84.821,59.157,71.659
2019-08-09,114.044,85.361,84.05,58.989,70.676
2019-08-12,112.64,84.41,82.79,58.523,69.755
2019-08-13,114.31,85.803,83.89,59.036,70.729
2019-08-14,111.168,83.157,81.445,57.739,68.288
2019-08-15,111.643,83.44,81.436,58.196,68.101
2019-08-16,113.19,84.673,82.668,58.746,69.317
2019-08-19,114.272,85.69,83.664,59.25,70.255
2019-08-20,113.665,85.031,83.053,58.858,69.513
2019-08-21,114.709,85.737,83.712,59.259,70.22
2019-08-22,114.585,85.747,83.674,59.371,70.336
2019-08-23,111.662,83.346,81.445,58.271,68.342
2019-08-26,113.105,84.297,82.103,58.858,68.905
2019-08-27,113.2,84.259,81.774,58.793,68.181
2019-08-28,113.722,84.805,82.32,59.073,68.959
2019-08-29,115.069,85.822,83.448,59.558,70.041
2019-08-30,114.899,85.766,83.617,59.474,70.416
2019-09-03,114.291,85.135,82.987,59.549,70.05
2019-09-04,115.658,86.095,83.937,60.052,71.114
2019-09-05,116.778,87.479,85.113,60.183,72.517
2019-09-06,116.74,87.592,85.207,60.341,72.759
2019-09-09,114.804,87.413,85.583,59.847,74.055
2019-09-10,113.105,87.329,85.837,59.353,75.101
2019-09-11,113.598,87.8,86.542,59.549,75.834
2019-09-12,114.652,88.082,86.683,59.81,75.629
2019-09-13,113.997,87.941,86.674,59.539,75.682
2019-09-16,113.475,87.545,86.862,59.427,75.307
2019-09-17,114.49,87.884,86.909,59.931,75.101
2019-09-18,114.633,87.931,86.768,59.987,74.753
2019-09-19,114.756,87.8,86.57,60.08,74.636
2019-09-20,114.32,87.31,86.147,59.931,74.466
2019-09-23,114.396,87.498,86.166,60.015,74.413
2019-09-24,113.619,86.89,85.347,59.918,73.556
2019-09-25,113.867,87.41,85.942,59.984,74.195
2019-09-26,114.095,87.193,85.725,60.096,73.826
2019-09-27,112.905,86.805,85.253,59.778,73.493
2019-09-30,113.591,87.354,85.706,60.059,73.835
2019-10-01,112.371,86.247,84.413,59.553,72.584
2019-10-02,110.371,84.763,82.883,58.729,71.081
2019-10-03,111.581,85.519,83.516,59.122,71.468
2019-10-04,113.391,86.786,84.526,59.993,72.215
2019-10-07,112.781,86.351,84.167,59.665,71.963
2019-10-08,110.704,84.933,82.638,59.01,70.685
2019-10-09,111.943,85.718,83.336,59.412,71.324
2019-10-10,112.343,86.295,83.903,59.684,72.053
2019-10-11,113.238,87.571,85.074,59.75,73.25
2019-10-14,113.038,87.58,84.856,59.665,73.187
2019-10-15,113.638,88.337,85.64,59.815,74.195
2019-10-16,112.991,88.129,85.385,59.843,73.925
2019-10-17,113.286,88.412,85.716,59.993,73.97
2019-10-18,112.648,87.94,85.602,60.04,73.925
2019-10-21,113.21,88.526,86.197,60.171,74.528
2019-10-22,111.838,88.252,86.046,59.656,74.978
2019-10-23,111.781,88.299,86.329,59.74,75.014
2019-10-24,113.048,88.734,86.518,59.75,74.816
2019-10-25,113.372,89.188,86.867,59.506,75.914
2019-10-28,113.905,89.632,87.217,59.497,76.661
2019-10-29,113.981,89.49,87.311,59.694,76.634
2019-10-30,114.8,89.632,87.321,60.022,76.4
2019-10-31,114.324,89.282,86.83,59.918,75.932
2019-11-01,114.762,90.19,87.878,59.947,77.174
2019-11-04,114.095,90.53,88.35,59.516,78.209
2019-11-05,113.41,90.445,88.293,59.225,78.452
2019-11-06,113.819,90.464,88.199,59.553,78.353
2019-11-07,113.953,90.766,88.378,59.516,78.776
2019-11-08,114.724,90.955,88.576,59.497,79.001
2019-11-11,114.8,90.814,88.482,59.384,78.821
2019-11-12,115.162,90.993,88.567,59.422,78.866
2019-11-13,116.048,91.249,88.501,59.769,78.398
2019-11-14,115.934,91.438,88.689,59.909,78.407
2019-11-15,116.42,92.137,89.341,60.2,79.181
2019-11-18,116.639,92.156,89.322,60.349,79.163
2019-11-19,117.372,92.26,89.379,60.424,78.56
2019-11-20,117.039,91.835,89.152,60.368,77.975
2019-11-21,116.277,91.712,88.888,60.078,78.029
2019-11-22,116.372,91.939,89.209,60.125,78.407
2019-11-25,117.182,92.742,90.011,60.265,79.181
2019-11-26,118.096,93.054,90.2,60.743,78.884
2019-11-27,118.525,93.536,90.597,60.921,79.181
2019-11-29,118.087,93.262,90.115,60.752,78.74
2019-12-02,116.705,92.506,89.275,60.331,78.245
2019-12-03,116.791,91.882,88.671,60.19,77.3
2019-12-04,117.334,92.553,89.171,60.481,77.858
2019-12-05,117.544,92.818,89.294,60.584,78.038
2019-12-06,117.829,93.593,90.077,60.827,78.812
2019-12-09,117.458,93.432,89.794,60.687,78.551
2019-12-10,117.267,93.309,89.69,60.621,78.479
2019-12-11,117.544,93.65,89.87,60.612,78.749
2019-12-12,117.648,94.349,90.7,60.762,79.955
2019-12-13,118.163,94.264,90.54,60.912,79.505
2019-12-16,118.799,94.891,91.199,61.198,80.261
2019-12-17,118.579,94.815,91.171,61.16,80.279
2019-12-18,118.531,94.91,91.256,61.132,80.415
2019-12-19,119.258,95.299,91.606,61.377,80.696
2019-12-20,120.128,95.841,92.156,61.773,81.375
2019-12-23,119.66,95.85,92.165,61.509,81.448
2019-12-24,119.851,95.822,92.241,61.566,81.43
2019-12-26,120.243,96.173,92.345,61.745,81.656
2019-12-27,120.425,96.192,92.336,61.896,81.484
2019-12-30,119.832,95.727,91.974,61.698,81.031
2019-12-31,120.09,95.907,92.277,61.83,81.312
2020-01-02,120.492,96.743,92.618,61.848,81.837
2020-01-03,120.473,96.116,92.182,61.886,80.958
2020-01-06,120.607,96.344,92.315,61.971,80.832
2020-01-07,120.31,96.211,92.267,61.717,80.949
2020-01-08,120.951,96.6,92.571,61.848,81.131
2020-01-09,122.003,97.388,92.997,62.235,81.276
2020-01-10,122.003,97.255,92.675,62.207,80.931
2020-01-13,123.141,98.063,93.319,62.584,81.185
2020-01-14,122.902,97.92,93.48,62.546,81.475
2020-01-15,123.944,98.215,93.632,62.98,81.158
2020-01-16,124.93,99.012,94.513,63.46,81.819
2020-01-17,125.657,99.288,94.617,63.734,81.892
2020-01-21,126.307,99.022,94.342,63.894,81.502
2020-01-22,126.603,99.079,94.257,64.007,81.937
2020-01-23,126.842,98.984,94.484,64.158,81.991
2020-01-24,126.278,97.958,93.537,63.856,81.439
2020-01-27,125.159,96.334,92.05,63.404,79.753
2020-01-28,126.259,97.198,92.893,63.781,80.56
2020-01-29,125.867,97.331,92.609,63.564,79.699
2020-01-30,126.756,97.464,92.864,64.063,79.744
2020-01-31,124.585,95.252,91.102,63.281,78.24
2020-02-03,125.771,96.201,91.813,63.62,78.602
2020-02-04,127.33,97.616,93.291,64.054,80.016
2020-02-05,127.244,98.803,94.276,64.554,81.729
2020-02-06,127.885,99.155,94.285,64.629,81.828
2020-02-07,127.397,98.499,93.565,64.459,81.176
2020-02-10,128.698,98.974,93.925,64.836,81.484
2020-02-11,128.803,99.155,94.693,64.949,82.127
2020-02-12,129.138,99.753,95.337,65.044,82.834
2020-02-13,130.027,99.515,95.27,65.355,82.499
2020-02-14,130.907,99.705,95.394,65.666,81.937
2020-02-18,130.802,99.43,95.204,65.619,81.439
2020-02-19,131.108,99.762,95.574,65.59,81.874
2020-02-20,130.563,99.458,95.64,65.458,81.729
2020-02-21,129.377,98.499,94.693,65.27,80.904
2020-02-24,126.163,95.1,91.803,63.95,78.004
2020-02-25,122.663,92.194,88.753,62.348,75.195
2020-02-26,121.946,91.995,87.749,62.131,74.407
2020-02-27,116.59,88.083,84.196,59.37,71.28
2020-02-28,115.633,87.313,83.24,57.749,70.7
2020-03-02,121.209,91.178,86.214,60.944,73.519
2020-03-03,118.856,88.443,84.149,59.888,71.144
2020-03-04,124.298,91.89,87.313,62.584,73.945
2020-03-05,120.836,88.994,84.282,61.038,71.362
2020-03-06,119.172,87.693,82.529,60.491,70.03
2020-03-09,111.042,81.521,75.282,56.834,63.415
2020-03-10,115.824,85.737,78.712,58.663,66.749
2020-03-11,110.047,81.521,74.373,56.109,63.089
2020-03-12,100.187,73.886,67.003,50.84,55.939
2020-03-13,108.211,80.581,72.26,54.223,61.494
2020-03-16,94.831,72.377,62.437,48.757,53.691
2020-03-17,101.44,75.529,66.643,51.311,56.6
2020-03-18,95.978,72.282,61.385,48.945,53.909
2020-03-19,95.338,72.301,62.825,48.097,53.646
2020-03-20,89.723,68.426,59.964,45.571,51.217
2020-03-23,86.424,65.787,58.193,43.931,50.139
2020-03-24,95.624,72.604,64.133,47.739,55.168
2020-03-25,97.839,74.151,65.819,48.576,55.96
2020-03-26,104.295,78.314,69.756,51.962,59.572
2020-03-27,102.258,75.879,67.668,50.881,57.317
2020-03-30,105.515,78.715,69.346,52.512,58.939
2020-03-31,102.297,77.368,68.05,51.222,57.748
2020-04-01,97.31,74.142,64.627,49.259,54.54
2020-04-02,98.867,75.889,65.523,50.359,55.291
2020-04-03,97.109,74.714,64.303,49.648,54.32
2020-04-06,104.055,79.717,69.28,52.778,58.362
2020-04-07,103.257,79.956,69.861,52.692,59.068
2020-04-08,106.178,82.629,72.817,54.627,61.469
2020-04-09,107.023,83.478,74.542,56.107,62.551
2020-04-13,107.465,82.142,73.093,54.94,61.625
2020-04-14,111.654,84.729,74.904,56.514,63.019
2020-04-15,110.222,82.772,72.74,55.13,60.809
2020-04-16,112.0,82.944,72.769,55.414,60.635
2020-04-17,113.835,85.34,75.391,57.026,62.762
2020-04-20,112.615,83.784,74.104,55.784,61.304
2020-04-21,108.397,81.302,71.92,54.39,59.214
2020-04-22,111.289,83.173,73.389,55.376,60.305
2020-04-23,110.991,83.087,73.532,54.959,60.498
2020-04-24,112.605,84.405,74.561,55.462,61.387
2020-04-27,114.036,85.856,76.487,56.344,62.909
2020-04-28,112.615,85.865,76.954,56.334,63.614
2020-04-29,115.353,88.118,79.118,56.875,66.016
2020-04-30,114.267,86.868,77.345,56.021,64.146
2020-05-01,111.471,84.786,74.971,54.874,61.607
2020-05-04,112.97,85.054,75.209,55.035,61.515
2020-05-05,114.757,85.865,76.058,55.604,61.772
2020-05-06,114.728,85.426,75.352,54.902,61.039
2020-05-07,115.554,86.39,76.668,55.547,61.763
2020-05-08,116.871,87.832,78.413,56.315,63.678
2020-05-11,118.494,87.975,78.146,56.144,63.092
2020-05-12,116.409,86.037,76.42,55.187,61.46
2020-05-13,115.276,84.7,74.323,54.399,59.489
2020-05-14,116.256,85.722,75.19,54.921,60.791
2020-05-15,117.649,86.371,75.534,55.158,60.507
2020-05-18,118.792,89.044,78.804,56.676,63.697
2020-05-19,118.244,88.004,78.098,56.021,62.863
2020-05-20,119.407,89.407,79.29,56.514,64.219
2020-05-21,118.302,88.872,78.87,56.135,63.733
2020-05-22,118.859,89.044,79.109,56.334,63.596
2020-05-26,117.966,90.476,80.968,56.97,65.778
2020-05-27,118.821,91.507,82.626,57.681,67.996
2020-05-28,119.109,91.24,82.236,58.202,66.41
2020-05-29,120.973,91.746,82.445,58.44,66.364
2020-06-01,121.626,92.052,83.37,58.639,66.639
2020-06-02,121.751,92.768,84.2,58.8,67.345
2020-06-03,121.597,94.152,86.306,59.312,68.958
2020-06-04,120.223,93.617,86.402,58.857,69.912
2020-06-05,121.607,95.966,89.052,60.071,72.286
2020-06-08,122.577,96.835,90.72,60.706,73.835
2020-06-09,123.048,95.87,88.928,60.071,72.249
2020-06-10,124.864,95.298,87.212,59.786,70.581
2020-06-11,119.061,89.646,81.521,56.789,65.411
2020-06-12,119.541,90.61,82.979,57.15,66.731
2020-06-15,121.339,91.41,84.137,57.561,67.355
2020-06-16,123.574,93.116,85.726,58.4,68.618
2020-06-17,123.931,92.704,85.133,58.248,67.751
2020-06-18,123.95,92.637,85.133,58.276,67.576
2020-06-19,124.855,92.1,84.568,57.914,67.18
2020-06-22,125.954,92.723,84.702,58.038,67.161
2020-06-23,126.166,93.231,84.788,58.0,67.17
2020-06-24,123.757,90.72,82.041,56.78,65.088
2020-06-25,125.241,91.544,82.97,57.323,65.687
2020-06-26,122.784,89.187,81.228,56.446,64.24
2020-06-29,123.642,90.519,82.625,57.104,65.567
2020-06-30,126.204,91.918,83.841,57.79,66.618
2020-07-01,127.919,92.407,83.783,58.038,65.945
2020-07-02,128.902,92.972,84.204,58.219,66.359
2020-07-06,131.599,94.314,85.209,58.534,67.309
2020-07-07,131.146,93.164,84.013,58.124,66.018
2020-07-08,132.659,93.681,84.539,58.238,66.221
2020-07-09,133.555,93.039,83.41,57.895,64.857
2020-07-10,134.393,93.988,84.549,58.343,66.35
2020-07-13,131.618,93.193,83.927,57.933,66.184
2020-07-14,133.401,94.515,85.238,58.848,67.115
2020-07-15,133.68,95.751,87.028,59.277,68.461
2020-07-16,133.025,95.291,86.904,59.325,68.636
2020-07-17,133.815,95.713,87.287,59.925,68.7
2020-07-20,137.013,96.154,87.133,59.963,68.332
2020-07-21,135.617,96.547,87.736,60.059,68.94
2020-07-22,136.243,97.323,88.416,60.64,69.511
2020-07-23,133.516,96.249,88.024,60.335,69.475
2020-07-24,132.013,95.262,87.325,59.973,67.622
2020-07-27,134.114,95.943,87.899,60.183,67.779
2020-07-28,132.871,95.215,87.239,60.03,67.512
2020-07-29,134.422,96.221,88.713,60.593,68.147
2020-07-30,134.422,95.78,88.177,60.345,67.576
2020-07-31,135.058,96.47,88.158,60.431,67.318
2020-08-03,136.744,96.805,88.722,60.488,67.696
2020-08-04,137.302,97.16,89.0,60.755,68.194
2020-08-05,137.505,98.109,89.785,60.707,68.415
2020-08-06,137.986,98.693,89.641,60.859,68.074
2020-08-07,136.84,98.961,90.158,61.317,68.857
2020-08-10,135.761,99.201,90.914,61.25,70.129
2020-08-11,133.025,98.703,90.723,60.688,70.046
2020-08-12,136.628,99.939,91.326,61.307,70.396
2020-08-13,137.341,99.699,91.048,61.193,69.677
2020-08-14,137.235,99.651,91.135,61.203,70.074
2020-08-17,139.73,99.958,91.364,61.489,69.945
2020-08-18,140.636,100.006,91.01,61.489,69.502
2020-08-19,139.932,99.699,90.589,61.041,69.456
2020-08-20,141.57,99.929,90.273,61.041,68.894
2020-08-21,142.283,100.226,90.139,60.964,68.857
2020-08-24,141.821,101.328,91.326,61.355,70.083
2020-08-25,142.755,101.673,91.393,61.469,69.963
2020-08-26,145.347,102.603,91.546,61.632,69.668
2020-08-27,145.183,102.689,91.986,61.917,69.834
2020-08-28,145.8,103.705,92.733,62.203,70.562
2020-08-31,147.861,103.092,92.101,62.079,69.908
2020-09-01,149.576,103.82,92.848,62.06,69.797
2020-09-02,150.655,105.564,94.418,63.252,71.263
2020-09-03,143.083,102.047,91.747,61.736,69.594
2020-09-04,141.089,101.127,91.307,61.355,69.797
2020-09-08,135.125,98.712,89.258,60.373,68.544
2020-09-09,139.306,100.293,90.627,61.307,69.198
2020-09-10,136.821,98.645,89.412,60.45,68.046
2020-09-11,136.349,98.722,89.574,60.631,68.562
2020-09-14,139.374,100.016,91.23,61.479,69.613
2020-09-15,141.599,100.562,91.479,61.765,69.429
2020-09-16,139.807,100.408,91.872,61.755,70.12
2020-09-17,138.333,99.517,91.297,61.431,69.963
2020-09-18,137.784,98.588,90.388,60.869,69.318
2020-09-21,138.275,97.007,88.56,60.154,67.641
2020-09-22,139.364,98.041,89.201,60.564,67.696
2020-09-23,135.503,96.378,87.187,59.389,66.415
2020-09-24,135.715,96.513,87.312,59.465,66.591
2020-09-25,138.958,97.87,88.688,60.289,67.148
2020-09-28,140.926,99.477,90.226,60.96,68.548
2020-09-29,140.84,99.189,89.803,60.691,68.066
2020-09-30,142.239,99.843,90.168,61.046,68.446
2020-10-01,144.024,100.392,90.822,61.304,68.688
2020-10-02,140.695,99.593,91.188,61.065,68.827
2020-10-05,143.841,101.239,92.822,61.87,70.051
2020-10-06,141.612,100.055,91.986,61.228,69.495
2020-10-07,144.198,101.624,93.678,61.965,70.858
2020-10-08,144.767,102.557,94.746,62.55,72.055
2020-10-09,146.562,103.549,95.082,62.952,71.693
2020-10-12,149.245,104.867,95.726,63.536,72.287
2020-10-13,149.476,104.155,95.121,63.105,71.591
2020-10-14,148.492,103.539,94.88,62.818,71.396
2020-10-15,147.517,103.404,95.121,62.54,71.786
2020-10-16,147.199,103.385,95.072,62.674,71.879
2020-10-19,145.018,101.739,93.842,61.726,71.202
2020-10-20,144.728,102.24,94.39,61.802,71.434
2020-10-21,143.937,102.403,94.072,61.889,71.137
2020-10-22,143.802,102.971,94.957,62.099,72.148
2020-10-23,144.178,103.5,95.476,62.291,71.666
2020-10-26,142.567,101.287,93.361,61.371,69.94
2020-10-27,142.789,100.834,92.457,60.912,68.725
2020-10-28,138.002,97.071,89.803,59.111,66.739
2020-10-29,138.746,98.149,90.736,59.264,67.509
2020-10-30,136.285,97.254,90.024,59.063,67.713
2020-11-02,137.366,98.477,91.678,59.915,69.068
2020-11-03,139.846,100.324,93.688,60.921,70.413
2020-11-04,146.128,102.759,94.226,61.592,70.497
2020-11-05,148.82,104.53,96.323,62.119,72.222
2020-11-06,148.791,104.347,96.121,62.329,71.721
2020-11-09,144.478,106.802,98.775,63.345,74.328
2020-11-10,142.683,106.619,99.044,63.795,75.339
2020-11-11,145.587,106.946,99.342,64.101,75.265
2020-11-12,145.192,105.676,98.015,63.44,73.938
2020-11-13,145.867,107.35,99.948,64.264,75.785
2020-11-16,146.099,108.688,101.756,64.772,77.51
2020-11-17,146.147,108.245,101.65,64.37,77.13
2020-11-18,145.452,106.965,100.554,63.555,76.657
2020-11-19,146.629,107.11,101.217,63.67,76.898
2020-11-20,145.925,106.311,100.832,63.364,76.527
2020-11-23,146.012,107.052,102.102,63.45,78.364
2020-11-24,146.736,108.775,103.919,64.025,80.256
2020-11-25,148.357,108.39,103.544,63.91,79.57
2020-11-27,150.055,108.64,103.64,64.006,79.616
2020-11-30,150.769,108.236,102.909,63.843,78.837
2020-12-01,150.866,109.727,103.659,64.312,79.727
2020-12-02,150.132,109.506,103.65,64.101,80.349
2020-12-03,150.605,109.622,104.16,63.986,80.878
2020-12-04,151.387,110.526,105.698,64.312,82.39
2020-12-07,152.747,110.372,105.275,64.245,81.75
2020-12-08,153.433,110.805,105.785,64.437,82.371
2020-12-09,149.679,109.987,105.073,64.14,82.278
2020-12-10,151.242,109.641,105.323,63.891,81.694
2020-12-11,151.049,109.66,104.986,64.006,81.184
2020-12-14,152.006,109.05,104.514,63.825,80.666
2020-12-15,153.447,110.421,106.096,64.489,81.543
2020-12-16,154.153,110.421,106.154,64.469,81.31
2020-12-17,156.222,111.252,107.003,65.095,81.347
2020-12-18,156.551,110.846,106.772,65.085,80.358
2020-12-21,156.454,110.296,106.212,64.546,79.928
2020-12-22,157.46,110.054,106.357,64.344,79.21
2020-12-23,155.942,109.986,106.743,64.306,79.956
2020-12-24,156.386,110.556,106.772,64.575,80.068
2020-12-28,155.681,111.377,106.569,64.797,80.115
2020-12-29,155.226,111.271,106.145,64.662,80.003
2020-12-30,155.797,111.532,106.752,64.748,80.367
2020-12-31,155.951,112.247,107.283,65.316,81.123
2021-01-04,154.772,110.46,105.594,64.402,80.404
2021-01-05,156.174,110.904,106.579,64.469,81.394
2021-01-06,154.965,111.416,108.615,65.056,83.513
2021-01-07,159.761,112.672,110.063,65.451,84.595
2021-01-08,162.401,113.222,110.323,65.797,84.213
2021-01-11,160.409,112.701,110.198,65.461,84.791
2021-01-12,161.356,112.459,111.114,65.056,85.912
2021-01-13,161.917,112.498,110.651,65.047,86.164
2021-01-14,160.969,111.86,110.854,64.681,87.685
2021-01-15,159.2,111.29,109.937,64.748,86.574
2021-01-19,161.008,112.169,110.584,65.085,87.349
2021-01-20,164.257,113.319,111.491,65.672,87.788
2021-01-21,164.924,113.406,110.883,65.345,88.114
2021-01-22,164.982,112.72,110.506,65.181,86.817
2021-01-25,165.495,113.029,110.362,65.663,86.612
2021-01-26,163.715,112.797,109.503,65.614,86.444
2021-01-27,158.146,110.209,106.724,64.152,84.623
2021-01-28,160.766,111.435,108.084,64.402,85.071
2021-01-29,158.436,109.069,106.193,63.536,83.802
2021-02-01,162.342,110.556,107.843,64.152,84.857
2021-02-02,165.649,112.227,109.58,64.72,85.66
2021-02-03,165.166,112.015,109.773,64.373,86.052
2021-02-04,167.022,113.367,111.076,64.825,87.2
2021-02-05,168.347,113.985,111.944,65.162,87.47
2021-02-08,169.981,114.787,113.093,65.461,88.852
2021-02-09,169.884,114.71,113.228,65.499,88.852
2021-02-10,169.304,114.806,113.508,65.345,88.87
2021-02-11,170.88,115.415,113.778,65.374,89.309
2021-02-12,172.147,115.714,114.511,65.461,89.981
2021-02-16,171.702,115.396,114.425,64.989,90.037
2021-02-17,170.242,115.579,114.154,65.172,90.196
2021-02-18,169.043,115.318,113.459,65.239,89.776
2021-02-19,168.83,114.951,114.511,64.585,90.672
2021-02-22,162.807,114.227,113.672,64.277,90.457
2021-02-23,161.395,114.574,113.807,64.383,90.485
2021-02-24,162.507,115.878,115.206,64.71,92.585
2021-02-25,156.251,113.048,112.224,63.921,89.925
2021-02-26,157.508,112.556,111.906,63.295,89.589
2021-03-01,162.342,115.144,114.56,64.373,91.764
2021-03-02,159.403,114.285,113.739,64.152,91.26
2021-03-03,152.993,112.652,112.282,63.392,91.185
2021-03-04,148.777,111.068,110.217,62.718,89.813
2021-03-05,150.131,113.696,112.408,64.142,92.184
2021-03-08,145.035,113.531,112.543,64.325,92.987
2021-03-09,152.287,114.922,113.527,64.691,93.379
2021-03-10,151.968,115.714,114.598,65.095,94.462
2021-03-11,157.054,116.68,115.988,65.249,94.947
2021-03-12,155.632,116.555,116.586,65.557,95.983
2021-03-15,157.382,117.723,117.725,66.019,96.833
2021-03-16,156.754,117.743,116.712,66.134,96.45
2021-03-17,157.218,117.752,117.088,65.836,97.533
2021-03-18,151.919,116.033,115.496,65.364,96.459
2021-03-19,153.341,115.627,115.573,65.22,96.468
2021-03-22,155.507,116.661,115.92,65.807,96.907
2021-03-23,154.694,115.878,114.096,65.74,94.527
2021-03-24,150.865,115.424,113.421,65.605,93.668
2021-03-25,150.577,115.919,114.447,66.024,94.855
2021-03-26,153.257,118.384,116.228,67.145,96.553
2021-03-29,152.241,118.529,115.415,67.512,95.812
2021-03-30,152.444,117.85,115.744,66.923,96.365
2021-03-31,155.627,118.161,116.228,66.845,96.084
2021-04-01,158.094,119.432,117.467,67.357,97.069
2021-04-05,160.339,120.907,118.367,68.15,98.353
2021-04-06,161.316,120.887,118.677,68.13,98.156
2021-04-07,161.229,120.848,118.173,67.976,98.016
2021-04-08,163.764,121.333,118.57,68.101,97.922
2021-04-09,164.828,122.294,119.151,68.372,98.466
2021-04-12,165.592,122.139,119.374,68.449,98.081
2021-04-13,168.843,122.168,119.558,68.662,97.312
2021-04-14,166.337,121.877,119.625,68.584,97.5
2021-04-15,169.791,123.216,120.729,69.377,97.95
2021-04-16,169.278,123.798,121.087,69.753,98.353
2021-04-19,166.927,123.255,120.322,69.541,97.697
2021-04-20,165.36,122.459,119.383,69.744,96.412
2021-04-21,166.763,123.614,120.874,70.043,98.025
2021-04-22,165.641,122.702,120.274,69.657,97.106
2021-04-23,168.291,123.769,121.735,69.976,97.791
2021-04-26,169.897,123.749,122.219,69.647,98.053
2021-04-27,169.336,123.652,122.403,69.483,98.231
2021-04-28,168.678,123.594,122.287,69.299,98.025
2021-04-29,167.943,124.749,122.742,69.647,98.653
2021-04-30,166.608,123.837,121.755,69.512,97.791
2021-05-03,165.466,124.429,122.161,69.937,98.588
2021-05-04,162.235,123.866,121.58,69.657,98.419
2021-05-05,161.355,123.788,121.706,69.599,99.169
2021-05-06,161.606,124.72,121.939,70.14,100.191
2021-05-07,163.232,125.68,123.323,70.449,101.148
2021-05-10,159.081,124.545,122.51,70.555,100.454
2021-05-11,159.41,123.478,121.426,69.869,99.15
2021-05-12,154.495,120.751,118.483,68.72,96.628
2021-05-13,154.95,122.449,120.003,69.599,98.269
2021-05-14,158.588,124.167,122.064,70.178,99.732
2021-05-17,157.572,123.614,121.851,69.898,99.948
2021-05-18,156.788,122.595,121.048,69.589,98.682
2021-05-19,156.827,122.42,120.39,69.299,98.4
2021-05-20,160.32,123.827,121.658,70.12,99.179
2021-05-21,159.691,123.643,121.793,70.014,99.601
2021-05-24,162.438,124.817,122.713,70.246,100.229
2021-05-25,162.719,124.652,122.016,69.956,99.357
2021-05-26,163.928,124.885,122.684,69.908,99.882
2021-05-27,164.847,124.943,123.381,69.869,100.82
2021-05-28,164.847,125.088,123.623,70.12,100.576
2021-06-01,166.018,124.836,123.778,69.705,100.97
2021-06-02,165.573,125.399,123.903,69.937,101.307
2021-06-03,164.499,125.04,123.449,69.908,101.354
2021-06-04,166.134,126.321,124.368,70.439,101.954
2021-06-07,166.202,126.389,124.407,70.391,101.711
2021-06-08,166.105,126.272,124.707,70.304,101.589
2021-06-09,164.741,126.03,124.194,70.449,100.998
2021-06-10,164.592,126.758,124.711,71.043,100.893
2021-06-11,165.405,127.011,125.187,70.956,101.223
2021-06-14,164.737,127.273,124.896,71.072,100.451
2021-06-15,163.904,126.942,124.643,70.81,100.658
2021-06-16,163.498,125.921,123.993,70.248,99.687
2021-06-17,161.939,126.135,123.469,70.423,98.237
2021-06-18,159.702,124.5,121.809,69.609,96.353
2021-06-21,162.287,126.251,123.711,70.5,98.039
2021-06-22,163.42,127.04,124.313,70.713,98.039
2021-06-23,164.64,126.65,124.265,70.355,97.916
2021-06-24,166.702,127.458,125.051,70.81,98.745
2021-06-25,167.07,128.655,125.837,71.275,99.198
2021-06-28,167.341,129.229,125.711,71.411,99.009
